cycle,discharge_capacity_Ah,charge_capacity_Ah,CE_pct,sei_loss_mol
1,4.992354066926441,4.9623150739369954,100.60534231587219,
2,4.96094828149565,4.961447662282385,99.98993477668763,
3,4.9600844226597856,4.960566037760584,99.99029112611076,
4,4.959228969150915,4.95969840305859,99.99053503117476,
5,4.9583788547351055,4.958714404032228,99.99323313928204,
6,4.957502634798498,4.958051895466407,99.98892184512205,
7,4.956647019291136,4.957069787817824,99.99147140256676,
8,4.955779150838043,4.956096396306528,99.99359888422023,
9,4.954923369895782,4.955274910979056,99.99290571987248,
10,4.954060684901106,4.954627452110703,99.98856085114218,
11,4.953202840841944,4.953176099926344,100.00053987411432,
12,4.952343881657735,4.952239588006336,100.00210598961432,
13,4.95149012436266,4.951451657223813,100.00077688608333,
14,4.950628391689093,4.950595178013088,100.00067090268566,
15,4.949770144192593,4.949914745389996,99.99707871337506,
16,4.9489102108002045,4.949058004005308,99.99701371038722,
17,4.94805261525857,4.948201616731922,99.9969887752179,
18,4.947195351192709,4.9473455815554574,99.99696341481969,
19,4.946338418325528,4.9464898964447395,99.99693766443714,
20,4.945481816358349,4.945718006958599,99.99522434154316,
21,4.944623427239296,4.944864320703297,99.99512841104675,
22,4.94376747093041,4.943921561698863,99.99688322788842,
23,4.942915744867727,4.9430731186121175,99.9968162772305,
24,4.942065926551065,4.9422189690401686,99.99690336486378,
25,4.941209941407295,4.941359249013846,99.99697841021008,
26,4.940356228892172,4.94065907927557,99.99387024325017,
27,4.939477865565641,4.939790278563337,99.9936755817539,
28,4.938640771357839,4.9389369640191925,99.99400290662726,
29,4.937787151192565,4.938083934447578,99.99398991068293,
30,4.936933850387019,4.937231188226085,99.9939776399417,
31,4.9360808671160665,4.936378723641649,99.99396609250914,
32,4.935228199403314,4.935526539030939,99.99395526241696,
33,4.934375845109066,4.934674632770409,99.993945139577,
34,4.933523801905661,4.933823003288682,99.99393570902683,
35,4.932672067291868,4.932973157077811,99.99389638304619,
36,4.931820678047814,4.932124994501758,99.99382991196933,
37,4.930969610887365,4.931026891762332,99.99883835809003,
38,4.93012115733626,4.93032571753579,99.99585098001128,
39,4.929269812872331,4.929175232228677,100.00191879247944,
40,4.928421169621247,4.928413288243707,100.00015991713921,
41,4.92756173461801,4.9275803803113325,99.99962160549633,
42,4.926728999655259,4.926745214812041,99.99967087486615,
43,4.925871551111656,4.925913961632341,99.99913903245132,
44,4.925022222861015,4.925066438639908,99.99910222979845,
45,4.924173620884257,4.9242192235083335,99.99907391157853,
46,4.9233253349475286,4.923372315512813,99.9990457645233,
47,4.922477364502144,4.922526911883118,99.99899345637188,
48,4.921633305212769,4.921680840436406,99.9990341668796,
49,4.920786172320448,4.92070812410183,100.00158611762069,
50,4.919945192738265,4.920493580794977,99.98885501936527,
51,4.919088298770738,4.91964853046461,99.98861236345641,
52,4.9182419214768744,4.9181328788482865,100.002217154991,
53,4.9173995149604,4.91731599568373,100.00169847284054,
54,4.916551928355491,4.916471437596304,100.0016371651948,
55,4.915706532874497,4.915627155764036,100.00161479111303,
56,4.914861421241545,4.914779143239608,100.00167409357653,
57,4.914013728029628,4.913946413746416,100.0013698619713,
58,4.9131675387264595,4.913080344868009,100.00177472893441,
59,4.912340910027868,4.912598078342354,99.99476512610262,
60,4.911486445509055,4.911755790738595,99.99451631471484,
61,4.910642835974108,4.91091380909409,99.9944822261087,
62,4.909799535868337,4.910071799891478,99.99445498896479,
63,4.908956528300041,4.909230072876119,99.99442795362984,
64,4.908113828922554,4.908388643629114,99.9944011217018,
65,4.907271438144461,4.907383989084592,99.99770649819982,
66,4.906433510678228,4.90617986259434,100.00516997115867,
67,4.905584344124509,4.905341052597016,100.0049597270584,
68,4.90474318361238,4.904502457741267,100.00490826282966,
69,4.903902331924392,4.90395681447243,99.99888900840487,
70,4.903061225770782,4.903069596840718,99.99982926879233,
71,4.902225177068047,4.90209273566026,100.00270173199341,
72,4.901372275423152,4.901642769035922,99.99448157229087,
73,4.900544022730173,4.900804423883278,99.99468656305002,
74,4.899704462211796,4.900568166316847,99.98237542922088,
75,4.898852970797048,4.898771078328699,100.00167169412573,
76,4.8980281938016965,4.897928531162563,100.0020347916165,
77,4.897184112691401,4.897182386209054,100.00003525460583,
78,4.896351419404366,4.896437840389285,99.99823502334276,
79,4.895510398951511,4.89571335884015,99.99585433472585,
80,4.894669934167097,4.894508636193238,100.00329548859443,
81,4.893832281927866,4.893670886533786,100.00329804348968,
82,4.892994435063075,4.893737884300275,99.98480815166695,
83,4.892157975166063,4.892516991147136,99.99266193695959,
84,4.891321809016275,4.891681503241221,99.99264681838528,
85,4.890485994124659,4.8908461338545,99.99263645348915,
86,4.889650534185785,4.89001112647985,99.99262594123533,
87,4.888815329666977,4.889176470284483,99.99261346732521,
88,4.887980385437792,4.88834215525877,99.99259933512246,
89,4.887145705946912,4.887508172212585,99.99258382282133,
90,4.886311295200964,4.886674512721893,99.99256718408434,
91,4.885477156843424,4.885841169050409,99.99254965123936,
92,4.884643294149606,4.885162640918863,99.98936889501063,
93,4.883808503601257,4.884329313552733,99.98933712454581,
94,4.8829751156817816,4.883496293030279,99.98932778244878,
95,4.882142040484905,4.882532210631281,99.99200885668454,
96,4.88131580955281,4.881699802592128,99.99213403005417,
97,4.88048342107391,4.880464110862652,100.00039566342092,
98,4.879642713527008,4.8794448028782975,100.0040560075317,
99,4.878811231630809,4.87856874712368,100.00497040258524,
100,4.877987756477119,4.878587581204317,99.98770495113158,
